sheet,slot,id,pair,strategy,side,entry_pct,step,orders,size,max_size,mult,target,tp,profit,realized,unrealized,volume,note
2026-06-04/006,4,6324804055,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2102.90,2107.73,-4.83,4861609,ЯНВ-АПР стоп-500 Stopped
2026-06-04/012,1,5642956463,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,820.14,824.57,-4.43,4544450,ЯНВ-АПР стоп-400 Finished
2026-06-04/012,2,5573751459,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2810.33,2897.37,-87.04,4066511,база стоп-500 Stopped
2026-06-04/012,3,6243992384,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,1500.42,1507.75,-7.33,4579386,ЯНВ-АПР стоп-500 Finished
2026-06-04/012,4,5733339912,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2942.99,3659.38,-716.39,4110972,база стоп-500 Stopped
2026-06-04/007,1,5638685930,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,1506.35,1515.01,-8.65,4540884,ЯНВ-АПР стоп-500 Finished
2026-06-04/007,2,5879079013,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,-712.86,98.06,-810.92,2500003,ЯНВ-АПР МИНУС стоп-1000 Stopped
2026-06-04/007,3,5787614713,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,1354.02,1416.86,-62.83,5123338,ЯНВ-АПР стоп-100 Finished
2026-06-04/007,4,5298894078,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,1493.45,1501.70,-8.24,4796024,ЯНВ-АПР стоп-400 Stopped
2026-06-04/008,1,6163056348,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,300,-3401.45,-3179.76,-221.69,5653776,ЯНВ-АПР МИНУС тейк300 стоп-100 Finished
2026-06-04/008,2,4701851201,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,1370.16,1378.38,-8.22,4371828,ЯНВ-АПР стоп-600 Finished
2026-06-04/008,3,6285735260,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,-4145.94,-3963.51,-4982.44,868411,ЯНВ-МАРТ МИНУС Finished
2026-06-04/008,4,4579457130,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,500,2707.50,2945.83,-238.13,5356993,ЯНВ-АПР тейк500 стоп-100 Stopped
2026-06-04/009,2,5480225771,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,1388.50,1392.89,-4.38,4352085,ЯНВ-АПР стоп-700 Finished
2026-06-04/009,3,5971562903,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,500,3032.05,5584.93,-2552.87,3889950,база тейк500 стоп-100 Finished
2026-06-04/009,4,4384284908,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2156.65,2873.88,-717.23,4039964,база стоп-500 Stopped
2026-06-04/011,1,5018718992,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2544.07,3285.21,-741.15,4141803,база стоп-200 Stopped
2026-06-04/011,2,4803379905,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,890.43,899.30,-8.87,4471466,ЯНВ-АПР стоп-400 Finished
2026-06-04/011,3,5092140541,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,3371.04,3472.09,-101.04,4278857,база стоп-400 Finished
2026-06-04/011,4,5990336654,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2831.59,3531.55,-699.95,4172550,база стоп-400 Stopped
2026-06-04/013,1,4363488034,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,1690.72,1699.10,-8.38,4371799,ЯНВ-АПР стоп-500 Stopped
2026-06-04/013,2,4583585222,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,2609.63,3335.74,-726.11,4086041,база стоп-500 Stopped
2026-06-04/013,3,4843625527,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,50,3170.03,3190.84,-20.81,4052584,база тейк50 стоп-500 Stopped
2026-06-04/013,4,4704486116,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,50,671.83,695.49,-23.67,4508704,ЯНВ-АПР тейк50 стоп-500 Finished
2026-06-04/014,1,6384243803,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,50,2687.92,2764.29,-76.37,4026160,база тейк50 стоп-500 Finished
2026-06-04/014,2,6421805725,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,50,1336.68,1354.24,-17.57,4725485,ЯНВ-АПР тейк50 стоп-500 Stopped
2026-06-04/014,3,6384243803,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,50,2687.92,2764.29,-76.37,4026160,дубль
2026-06-04/014,4,4373070434,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,150,2130.21,4032.41,-1896.20,3796323,база тейк150 стоп-500 Finished
2026-06-04/016,1,4717725348,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,200,2298.94,4206.40,-1907.47,3907005,база тейк200 стоп-500 Finished
2026-06-04/016,2,5946669182,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,200,2515.78,4389.06,-1873.28,3902445,база тейк200 стоп-500 Finished
2026-06-04/016,3,4354904006,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,200,2088.07,2307.14,-219.07,4498623,ЯНВ-АПР тейк200 стоп-500 Stopped
2026-06-04/016,4,4728127639,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,300,2389.19,2393.60,-4.41,4530457,ЯНВ-АПР тейк300 стоп-500 Stopped
2026-06-04/017,1,5482320624,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,300,1335.80,4226.41,-2890.61,3637417,база тейк300 стоп-500 Finished
2026-06-04/017,2,4573864085,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,300,1698.62,4299.26,-2600.64,3722357,база тейк300 стоп-500 Finished
2026-06-04/017,3,4542347808,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,300,2417.16,2433.70,-16.54,4416988,ЯНВ-АПР тейк300 стоп-500 Finished
2026-06-04/017,4,4651081081,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,150,-1683.22,1540.28,-3203.49,2483420,МАРТ-ИЮНЬ тейк150 стоп-500 МИНУС Stopped
2026-06-04/018,1,5508010213,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,150,-2391.73,-1833.88,-557.85,4952059,окт25-янв26 тейк150 стоп-500 МИНУС Finished
2026-06-04/018,2,5743744701,BTCUSDT,DYNAMIC,Auto,,0.5,12,0.005,0.025,1.4,0.55,150,148.03,301.24,-153.21,5263840,окт25-янв26 12ордеров тейк150 стоп-500 Stopped
2026-06-04/018,3,5864943599,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,150,-1633.33,821.71,-2455.04,1874614,МАРТ-ИЮНЬ тейк150 стоп-500 МИНУС Finished
2026-06-04/018,4,5225613822,BTCUSDT,DYNAMIC,Auto,,0.5,10,0.005,0.025,1.4,0.55,150,87.25,214.07,-126.82,5170708,окт25-янв26 10ордеров тейк150 Finished
2026-06-04/019,1,4594339909,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,-3600.19,-3549.55,-50.64,2573829,МАРТ-ИЮНЬ тейк100 стоп-500 МИНУС Stopped
2026-06-04/019,2,6073278799,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,-1903.16,-1861.23,-41.93,2587865,МАРТ-ИЮНЬ тейк100 стоп-500 МИНУС Stopped
2026-06-04/019,3,5870558158,BTCUSDT,DYNAMIC,Auto,,0.5,13,0.005,0.025,1.4,0.55,100,406.59,563.22,-156.63,5190582,окт25-янв26 тейк100 стоп-500 Finished
2026-06-04/021,1,6283051394,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,-1363.48,-1302.86,-60.63,2871268,МАРТ-ИЮНЬ ордеров17 тейк50 стоп-500 МИНУС Finished
2026-06-04/021,2,6167191945,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,-4824.50,-4109.59,-714.91,6839557,окт25-янв26 ордеров17 тейк50 стоп-500 МИНУС Finished
2026-06-04/021,3,5234737216,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,-2563.71,-2478.51,-85.21,5689076,окт25-янв26 ордеров17 тейк50 стоп-100 МИНУС Finished
2026-06-04/021,4,5213508513,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,-1936.53,-1853.03,-83.51,3196266,МАРТ-ИЮНЬ ордеров17 тейк50 стоп-100 МИНУС Finished
2026-06-04/022,1,4365912302,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,3431.02,3449.66,-18.64,5489509,окт25-янв26 ордеров17 тейк50 стоп-100 Finished
2026-06-04/022,2,6293828929,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,-749.06,-687.64,-61.42,2012976,МАРТ-ИЮНЬ ордеров17 тейк50 стоп-100 МИНУС Finished
2026-06-04/022,3,6067039344,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,87.00,766.31,-679.31,5947983,окт25-янв26 ордеров17 тейк50 стоп-100 Stopped
2026-06-04/022,4,5083667018,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,346.37,923.96,-577.59,5940689,окт25-янв26 ордеров17 тейк50 стоп-150 Stopped
2026-06-04/023,1,5064802981,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,-576.17,-493.35,-82.82,2896784,МАРТ-ИЮНЬ ордеров17 тейк50 стоп-150 МИНУС Finished
2026-06-04/023,2,6157721091,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,837.13,1329.05,-491.92,6115800,окт25-янв26 ордеров17 тейк50 стоп-150 Finished
2026-06-04/023,3,4341869035,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,150,1923.05,5961.08,-4038.03,13298253,ПОЛНЫЙ ГОД 06.25-06.26 тейк150 стоп-500 Stopped
2026-06-04/023,4,5413533581,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,150,1970.87,6151.05,-4180.18,13356125,ПОЛНЫЙ ГОД 06.25-06.26 тейк150 стоп-100 Finished
2026-06-04/024,2,5788435040,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,150,1282.91,2557.50,-1274.79,1992091,май-июль 2025 тейк150 стоп-500 Stopped
2026-06-04/024,3,4383478891,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,150,1227.01,2587.60,-1360.59,1936754,май-июль 2025 тейк150 стоп-500 Stopped
2026-06-04/024,4,5400729888,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,300,-2616.62,-2579.82,-36.80,2256063,май-июль 2025 тейк300 стоп-500 МИНУС Stopped
2026-06-04/026,1,4874143678,BTCUSDT,DYNAMIC,Auto,,0.5,17,0.005,0.025,1.4,0.55,50,1401.88,1407.67,-5.79,1893048,май-июль 2025 тейк50 стоп-100 Stopped
2026-06-04/026,3,4763414338,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1282.42,1777.52,-495.11,4210657,март-апр 2025 ордеров30 тейк150 стоп-100 Finished
2026-06-04/026,4,4334211290,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1123.15,1592.35,-469.20,4104587,март-апр 2025 ордеров30 тейк150 стоп-100 Stopped
2026-06-04/027,1,4767216410,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,905.78,2007.69,-1101.91,1658516,май-июнь 2025 ордеров30 тейк150 стоп-100 Finished
2026-06-04/027,2,5774092724,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,100,889.28,1989.12,-1099.84,1657018,май-июнь 2025 ордеров30 тейк100 стоп-100 Finished
2026-06-04/027,3,6100214080,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,100,1166.42,1455.13,-288.72,4070073,март-апр 2025 ордеров30 тейк100 стоп-100 Stopped
2026-06-04/027,4,4858812957,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,100,1041.02,1358.26,-317.24,4093129,март-апр 2025 ордеров30 тейк100 стоп-100 Stopped
2026-06-04/028,1,4475641773,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1150.15,1481.43,-331.28,4094687,март-апр 2025 ордеров30 тейк150 стоп-100 Stopped
2026-06-04/028,2,5486450828,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1167.26,2224.94,-1057.68,1645895,май-июнь 2025 ордеров30 тейк150 стоп-500 Stopped
2026-06-04/028,3,5245217076,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1224.60,1500.72,-276.12,4406977,март-апр 2025 ордеров30 тейк150 стоп-500 Stopped
2026-06-04/028,4,4887854086,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,100,2222.58,2529.80,-307.22,3968964,март-апр 2025 ордеров30 тейк100 стоп-500 Finished ЛУЧШИЙ этого окна
2026-06-04/029,1,4355902050,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,100,857.81,1966.69,-1108.88,1659495,май-июнь 2025 ордеров30 тейк100 стоп-500 Finished
2026-06-04/029,2,4552647136,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1409.64,1630.00,-220.36,4441614,март-апр 2025 ордеров30 тейк150 стоп-500 Finished
2026-06-04/029,3,5152100469,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1151.89,2253.80,-1101.90,1655669,май-июнь 2025 ордеров30 тейк150 стоп-500 Stopped
2026-06-04/029,4,5200198187,BTCUSDT,DYNAMIC,Auto,,0.5,30,0.005,0.025,1.4,0.55,150,1021.82,2080.28,-1058.46,1700160,май-июнь 2025 ордеров30 тейк150 стоп-500 Stopped
2026-06-04/031,1,5914345813,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,2357.13,2513.62,-156.49,2095368,база Finished
2026-06-04/031,2,5035129930,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,2377.32,2528.29,-151.17,2093044,база Stopped
2026-06-04/031,3,4728148279,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,-6056.36,-3614.77,-2441.59,3714002,окт24-янв25 МИНУС Finished
2026-06-04/031,4,6412474714,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,390.82,390.82,0,253972,апр-май 2025 Stopped
2026-06-04/032,1,5190168998,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,405.89,405.89,0,237475,апр-май 2025 Stopped
2026-06-04/032,2,4387696389,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,-3821.80,-3747.98,-73.82,3079597,окт-дек 2024 МИНУС Stopped
2026-06-04/032,3,4582915098,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,-3804.38,-3730.56,-73.82,3080642,окт-дек 2024 МИНУС Stopped
2026-06-04/032,4,6185462805,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,3204.27,3204.27,0,2396612,окт25-янв26 INDICATOR ПЛЮС мешок ноль Finished
2026-06-04/033,1,5545517877,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,3400.98,3400.98,0,2097360,окт25-янв26 ПЛЮС мешок ноль Finished
2026-06-04/033,2,5685573099,BTCUSD-инв,INDICATOR,Long,-1.0,0.04,5000,100,,1.3,0.64,0,-0.0788,0.0503,-0.1291,1681400,окт25-янв26 ЛОНГ инв МИНУС Stopped
2026-06-04/033,3,6197732183,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,-2614.52,-2221.48,-393.04,1557911,апр-июль 2025 МИНУС Finished
2026-06-04/033,4,4416585725,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,-2611.52,-2218.67,-392.85,1569473,апр-июль 2025 МИНУС Finished
2026-06-04/034,1,4941997228,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,261.45,267.47,-6.02,123983,май-июнь 2026 Stopped
2026-06-04/034,2,4790277958,BTCUSD-инв,INDICATOR,Long,-1.0,0.04,5000,100,,1.3,0.64,0,-0.0934,0.0127,-0.1061,377500,май-июнь 2026 ЛОНГ инв МИНУС Stopped
2026-06-04/034,3,6357204866,BTCUSDT,INDICATOR,Short,2.0,0.05,800,0.001,0.003,1.2,0.6,200,1204.16,1204.16,0,0,янв-фев 2026 Finished
2026-06-04/034,4,5515678334,BTCUSD-инв,INDICATOR,Long,-1.0,0.04,5000,100,,1.3,0.64,0,-0.2713,0.0285,-0.2979,790800,янв-фев 2026 ЛОНГ инв МИНУС Finished
2026-05-12/013,1,5079432724,BTCUSDT,INDICATOR,Short,1.0,0.02,5000,0.001,0.003,1.1,0.25,10,2669.61,2669.61,0,9755655,мешок ноль
2026-05-12/013,2,5112852390,BTCUSDT,INDICATOR,Short,0.5,0.02,5000,0.001,0.003,1.2,0.25,20,2158.48,4139.25,-1980.77,14297539,
2026-05-12/013,3,4601063564,BTCUSDT,INDICATOR,Short,0.8,0.02,5000,0.001,0.003,1.3,0.25,20,2086.74,4250.44,-2163.70,11303899,
2026-05-12/013,4,4609470670,BTCUSDT,INDICATOR,Short,0.5,0.02,5000,0.001,0.003,1.2,0.25,20,2161.88,4143.29,-1981.41,14188499,
2026-05-12/017,1,5930082746,BTCUSDT,INDICATOR,Short,1.8,0.03,5000,0.001,0.003,1.3,0.35,25,754.67,754.67,0,993400,мешок ноль
2026-05-12/017,2,5746319468,BTCUSDT,INDICATOR,Short,2.5,0.05,5000,0.001,0.003,1.2,0.45,40,404.76,404.76,0,465027,мешок ноль
2026-05-12/017,3,6018507940,BTCUSDT,INDICATOR,Short,1.8,0.03,5000,0.001,0.003,1.3,0.35,25,751.09,751.09,0,988056,мешок ноль
2026-05-12/017,4,5258466311,BTCUSDT,INDICATOR,Short,2.5,0.05,5000,0.001,0.003,1.2,0.45,40,395.81,395.81,0,466856,мешок ноль
2026-05-12/019,1,5128377378,BTCUSDT,INDICATOR,Short,1.5,0.03,5000,0.002,0.004,1.3,0.35,40,1710.48,1710.48,0,3730761,мешок ноль
